,T_sortirovka,T_clone_sorted,T_sorted
0,0.040316653251647946,0.019349384307861327,0.0015787363052368164
1,0.10337440967559815,0.04115321636199951,0.003679323196411133
2,0.20724294185638428,0.06998279094696044,0.005936360359191895
3,0.31400701999664304,0.09268648624420166,0.007968783378601074
4,0.4709289073944092,0.12428505420684814,0.011191177368164062
5,0.6438906908035278,0.14623141288757324,0.013979291915893555
6,0.8602652072906494,0.17120423316955566,0.017303466796875
7,1.0985637426376342,0.1931607484817505,0.019749975204467772
8,1.3638406991958618,0.2238464832305908,0.022812628746032716
9,1.6895228147506713,0.2493842363357544,0.025051188468933106
10,2.017231297492981,0.28168435096740724,0.029153037071228027
11,2.2190362453460692,0.2746190071105957,0.02732527256011963
12,2.599530053138733,0.29915671348571776,0.0300140380859375
13,2.9900371551513674,0.32705082893371584,0.03337419033050537
14,3.4597321271896364,0.3634613275527954,0.03639047145843506
15,3.9301982879638673,0.39574811458587644,0.04232556819915771
16,4.340112805366516,0.4043448448181152,0.04262120723724365
17,4.8660523891448975,0.4193222999572754,0.04541478157043457
18,5.417410874366761,0.45812296867370605,0.05006508827209473
19,5.973934125900269,0.4736905336380005,0.05151181221008301
